,year,country,expectancy,dtp3,continent
2486,2005,Cameroon,54.9,80.0,Africa
2487,2006,Cameroon,55.3,78.0,Africa
2488,2007,Cameroon,55.6,75.0,Africa
2489,2008,Cameroon,56.2,75.0,Africa
2490,2009,Cameroon,56.8,67.0,Africa
2491,2010,Cameroon,57.3,68.0,Africa
2492,2011,Cameroon,57.7,66.0,Africa
2493,1981,"Congo, Dem. Rep.",52.8,18.0,Africa
2494,1982,"Congo, Dem. Rep.",53.1,17.0,Africa
2495,1983,"Congo, Dem. Rep.",53.4,16.0,Africa
2496,1984,"Congo, Dem. Rep.",53.9,27.0,Africa
2497,1985,"Congo, Dem. Rep.",54.2,37.0,Africa
2498,1986,"Congo, Dem. Rep.",54.3,32.0,Africa
2499,1987,"Congo, Dem. Rep.",54.2,38.0,Africa
2500,1988,"Congo, Dem. Rep.",54.2,41.0,Africa
2501,1989,"Congo, Dem. Rep.",54.1,38.0,Africa
2502,1990,"Congo, Dem. Rep.",53.8,35.0,Africa
2503,1991,"Congo, Dem. Rep.",53.6,16.0,Africa
2504,1992,"Congo, Dem. Rep.",53.6,23.0,Africa
2505,1993,"Congo, Dem. Rep.",53.5,29.0,Africa
2506,1994,"Congo, Dem. Rep.",53.2,26.0,Africa
2507,1995,"Congo, Dem. Rep.",53.1,23.0,Africa
2508,1996,"Congo, Dem. Rep.",51.1,18.0,Africa
2509,1997,"Congo, Dem. Rep.",52.5,18.0,Africa
2510,1998,"Congo, Dem. Rep.",52.6,18.0,Africa
2511,1999,"Congo, Dem. Rep.",53.1,25.0,Africa
2512,2000,"Congo, Dem. Rep.",53.4,40.0,Africa
2513,2001,"Congo, Dem. Rep.",53.6,30.0,Africa
2514,2002,"Congo, Dem. Rep.",53.8,38.0,Africa
2515,2003,"Congo, Dem. Rep.",54.0,41.0,Africa
2516,2004,"Congo, Dem. Rep.",54.9,54.0,Africa
2517,2005,"Congo, Dem. Rep.",55.4,60.0,Africa
2518,2006,"Congo, Dem. Rep.",55.9,62.0,Africa
2519,2007,"Congo, Dem. Rep.",56.1,70.0,Africa
2520,2008,"Congo, Dem. Rep.",56.5,65.0,Africa
2521,2009,"Congo, Dem. Rep.",56.9,72.0,Africa
2522,2010,"Congo, Dem. Rep.",57.5,58.0,Africa
2523,2011,"Congo, Dem. Rep.",58.0,70.0,Africa
2524,1981,Ethiopia,44.8,3.0,Africa
2525,1982,Ethiopia,45.0,3.0,Africa
2526,1983,Ethiopia,40.9,4.0,Africa
2527,1984,Ethiopia,41.4,4.0,Africa
2528,1985,Ethiopia,45.9,6.0,Africa
2529,1986,Ethiopia,46.4,7.0,Africa
2530,1987,Ethiopia,47.0,16.0,Africa
2531,1988,Ethiopia,47.3,16.0,Africa
2532,1989,Ethiopia,47.1,26.0,Africa
2533,1990,Ethiopia,46.6,49.0,Africa
2534,1991,Ethiopia,48.2,21.0,Africa
2535,1992,Ethiopia,48.9,13.0,Africa
2536,1993,Ethiopia,49.3,28.0,Africa
2537,1994,Ethiopia,49.6,57.0,Africa
2538,1995,Ethiopia,49.9,57.0,Africa
2539,1996,Ethiopia,50.5,55.0,Africa
2540,1997,Ethiopia,51.0,55.0,Africa
2541,1998,Ethiopia,51.5,37.0,Africa
2542,1999,Ethiopia,51.1,27.0,Africa
2543,2000,Ethiopia,51.1,27.0,Africa
2544,2001,Ethiopia,53.1,33.0,Africa
2545,2002,Ethiopia,53.9,30.0,Africa
2546,2003,Ethiopia,54.5,28.0,Africa
2547,2004,Ethiopia,55.3,40.0,Africa
2548,2005,Ethiopia,56.1,42.0,Africa
2549,2006,Ethiopia,57.1,42.0,Africa
2550,2007,Ethiopia,58.2,42.0,Africa
2551,2008,Ethiopia,59.4,49.0,Africa
2552,2009,Ethiopia,60.4,44.0,Africa
2553,2010,Ethiopia,61.3,50.0,Africa
2554,2011,Ethiopia,62.2,51.0,Africa
2555,1981,Germany,73.2,95.0,Europe
2556,1982,Germany,73.4,97.0,Europe
2557,1983,Germany,73.7,93.0,Europe
2558,1984,Germany,74.0,94.0,Europe
2559,1985,Germany,74.2,80.0,Europe
2560,1986,Germany,74.5,90.0,Europe
2561,1987,Germany,74.7,80.0,Europe
2562,1988,Germany,74.9,80.0,Europe
2563,1989,Germany,75.2,80.0,Europe
2564,1990,Germany,75.3,80.0,Europe
2565,1991,Germany,75.5,80.0,Europe
2566,1992,Germany,75.8,85.0,Europe
2567,1993,Germany,76.0,62.0,Europe
2568,1994,Germany,76.2,73.0,Europe
2569,1995,Germany,76.5,78.0,Europe
2570,1996,Germany,76.7,84.0,Europe
2571,1997,Germany,77.0,87.0,Europe
2572,1998,Germany,77.3,89.0,Europe
2573,1999,Germany,77.6,97.0,Europe
2574,2000,Germany,77.9,90.0,Europe
2575,2001,Germany,78.2,93.0,Europe
2576,2002,Germany,78.4,96.0,Europe
2577,2003,Germany,78.6,98.0,Europe
2578,2004,Germany,78.9,99.0,Europe
2579,2005,Germany,79.2,99.0,Europe
2580,2006,Germany,79.4,99.0,Europe
2581,2007,Germany,79.6,99.0,Europe
2582,2008,Germany,79.8,99.0,Europe
2583,2009,Germany,79.9,99.0,Europe
2584,2010,Germany,80.1,99.0,Europe
2585,2011,Germany,80.3,99.0,Europe
2586,1981,Indonesia,59.9,1.0,Asia
2587,1982,Indonesia,60.4,1.0,Asia
2588,1983,Indonesia,60.9,6.0,Asia
2589,1984,Indonesia,61.4,13.0,Asia
2590,1985,Indonesia,61.8,27.0,Asia
2591,1986,Indonesia,62.2,47.0,Asia
2592,1987,Indonesia,62.4,50.0,Asia
2593,1988,Indonesia,62.8,54.0,Asia
2594,1989,Indonesia,63.3,57.0,Asia
2595,1990,Indonesia,63.6,60.0,Asia
2596,1991,Indonesia,64.1,62.0,Asia
2597,1992,Indonesia,64.5,64.0,Asia
2598,1993,Indonesia,64.9,66.0,Asia
2599,1994,Indonesia,65.3,68.0,Asia
2600,1995,Indonesia,65.8,69.0,Asia
2601,1996,Indonesia,66.2,72.0,Asia
2602,1997,Indonesia,66.5,73.0,Asia
2603,1998,Indonesia,66.8,72.0,Asia
2604,1999,Indonesia,67.0,72.0,Asia
2605,2000,Indonesia,67.3,71.0,Asia
2606,2001,Indonesia,67.6,71.0,Asia
2607,2002,Indonesia,67.8,70.0,Asia
2608,2003,Indonesia,68.1,71.0,Asia
2609,2004,Indonesia,66.5,71.0,Asia
2610,2005,Indonesia,68.6,72.0,Asia
2611,2006,Indonesia,68.8,72.0,Asia
2612,2007,Indonesia,69.1,72.0,Asia
2613,2008,Indonesia,69.3,58.0,Asia
2614,2009,Indonesia,69.6,62.0,Asia
2615,2010,Indonesia,69.9,63.0,Asia
2616,2011,Indonesia,70.2,63.0,Asia
2617,1981,Lebanon,53.4,2.0,Asia
2618,1982,Lebanon,45.9,4.0,Asia
2619,1983,Lebanon,63.7,4.0,Asia
2620,1984,Lebanon,64.0,4.0,Asia
2621,1985,Lebanon,64.3,17.0,Asia
2622,1986,Lebanon,64.6,30.0,Asia
2623,1987,Lebanon,54.5,46.0,Asia
2624,1988,Lebanon,54.6,63.0,Asia
2625,1989,Lebanon,69.7,79.0,Asia
2626,1990,Lebanon,69.2,82.0,Asia
2627,1991,Lebanon,71.7,86.0,Asia
2628,1992,Lebanon,72.0,90.0,Asia
2629,1993,Lebanon,72.3,91.0,Asia
2630,1994,Lebanon,73.1,92.0,Asia
2631,1995,Lebanon,73.5,93.0,Asia
2632,1996,Lebanon,74.0,93.0,Asia
2633,1997,Lebanon,74.7,92.0,Asia
2634,1998,Lebanon,75.3,89.0,Asia
2635,1999,Lebanon,76.0,86.0,Asia
2636,2000,Lebanon,76.5,83.0,Asia
2637,2001,Lebanon,77.0,80.0,Asia
2638,2002,Lebanon,77.4,77.0,Asia
2639,2003,Lebanon,77.7,74.0,Asia
2640,2004,Lebanon,78.0,75.0,Asia
2641,2005,Lebanon,78.3,77.0,Asia
2642,2006,Lebanon,78.0,78.0,Asia
2643,2007,Lebanon,78.7,80.0,Asia
2644,2008,Lebanon,79.1,81.0,Asia
2645,2009,Lebanon,79.5,81.0,Asia
2646,2010,Lebanon,79.8,81.0,Asia
2647,2011,Lebanon,79.0,81.0,Asia
2648,1981,Mauritania,57.5,18.0,Africa
2649,1982,Mauritania,57.8,20.0,Africa
2650,1983,Mauritania,58.1,20.0,Africa
2651,1984,Mauritania,58.4,21.0,Africa
2652,1985,Mauritania,58.6,27.0,Africa
2653,1986,Mauritania,59.3,32.0,Africa
2654,1987,Mauritania,59.6,30.0,Africa
2655,1988,Mauritania,60.3,28.0,Africa
2656,1989,Mauritania,60.0,28.0,Africa
2657,1990,Mauritania,60.0,33.0,Africa
2658,1991,Mauritania,60.6,29.0,Africa
2659,1992,Mauritania,60.9,39.0,Africa
2660,1993,Mauritania,61.2,44.0,Africa
2661,1994,Mauritania,61.2,50.0,Africa
2662,1995,Mauritania,61.6,55.0,Africa
2663,1996,Mauritania,61.8,50.0,Africa
2664,1997,Mauritania,62.3,28.0,Africa
2665,1998,Mauritania,62.7,16.0,Africa
2666,1999,Mauritania,63.2,32.0,Africa
2667,2000,Mauritania,63.7,53.0,Africa
2668,2001,Mauritania,64.0,72.0,Africa
2669,2002,Mauritania,64.5,83.0,Africa
2670,2003,Mauritania,65.0,76.0,Africa
2671,2004,Mauritania,65.3,70.0,Africa
2672,2005,Mauritania,65.7,71.0,Africa
2673,2006,Mauritania,66.4,68.0,Africa
2674,2007,Mauritania,66.9,75.0,Africa
2675,2008,Mauritania,67.4,74.0,Africa
2676,2009,Mauritania,67.8,64.0,Africa
2677,2010,Mauritania,68.2,64.0,Africa
2678,2011,Mauritania,68.6,75.0,Africa
2679,1981,Mozambique,47.6,56.0,Africa
2680,1982,Mozambique,47.8,43.0,Africa
2681,1983,Mozambique,47.8,38.0,Africa
2682,1984,Mozambique,45.2,32.0,Africa
2683,1985,Mozambique,45.1,29.0,Africa
2684,1986,Mozambique,47.0,32.0,Africa
2685,1987,Mozambique,47.2,39.0,Africa
2686,1988,Mozambique,50.3,38.0,Africa
2687,1989,Mozambique,50.6,47.0,Africa
2688,1990,Mozambique,50.7,46.0,Africa
2689,1991,Mozambique,50.8,46.0,Africa
2690,1992,Mozambique,50.9,50.0,Africa
2691,1993,Mozambique,51.0,49.0,Africa
2692,1994,Mozambique,51.2,55.0,Africa
2693,1995,Mozambique,51.2,57.0,Africa
2694,1996,Mozambique,51.2,60.0,Africa
2695,1997,Mozambique,51.2,62.0,Africa
2696,1998,Mozambique,51.3,65.0,Africa
2697,1999,Mozambique,51.4,68.0,Africa
2698,2000,Mozambique,51.3,70.0,Africa
2699,2001,Mozambique,51.8,73.0,Africa
2700,2002,Mozambique,51.8,76.0,Africa
2701,2003,Mozambique,52.1,76.0,Africa
2702,2004,Mozambique,52.3,76.0,Africa
2703,2005,Mozambique,52.4,75.0,Africa
2704,2006,Mozambique,52.6,75.0,Africa
2705,2007,Mozambique,52.9,75.0,Africa
2706,2008,Mozambique,53.6,75.0,Africa
2707,2009,Mozambique,54.1,74.0,Africa
2708,2010,Mozambique,54.5,74.0,Africa
2709,2011,Mozambique,55.0,76.0,Africa
2710,1981,Niger,43.7,6.0,Africa
2711,1982,Niger,44.2,6.0,Africa
2712,1983,Niger,44.4,5.0,Africa
2713,1984,Niger,44.4,5.0,Africa
2714,1985,Niger,44.7,4.0,Africa
2715,1986,Niger,44.8,5.0,Africa
2716,1987,Niger,45.3,7.0,Africa
2717,1988,Niger,45.9,9.0,Africa
2718,1989,Niger,46.5,13.0,Africa
2719,1990,Niger,47.1,22.0,Africa
2720,1991,Niger,47.7,19.0,Africa
2721,1992,Niger,48.0,20.0,Africa
2722,1993,Niger,48.3,20.0,Africa
2723,1994,Niger,48.8,20.0,Africa
2724,1995,Niger,49.0,23.0,Africa
2725,1996,Niger,49.9,23.0,Africa
2726,1997,Niger,50.5,25.0,Africa
2727,1998,Niger,51.0,29.0,Africa
2728,1999,Niger,51.6,32.0,Africa
2729,2000,Niger,52.2,34.0,Africa
2730,2001,Niger,52.7,36.0,Africa
2731,2002,Niger,53.5,39.0,Africa
2732,2003,Niger,54.1,41.0,Africa
2733,2004,Niger,54.9,43.0,Africa
2734,2005,Niger,55.6,45.0,Africa
2735,2006,Niger,56.2,51.0,Africa
2736,2007,Niger,56.9,57.0,Africa
2737,2008,Niger,57.6,67.0,Africa
2738,2009,Niger,58.1,71.0,Africa
2739,2010,Niger,58.8,70.0,Africa
2740,2011,Niger,59.3,75.0,Africa
2741,1981,Rwanda,50.8,17.0,Africa
2742,1982,Rwanda,51.5,38.0,Africa
2743,1983,Rwanda,52.0,59.0,Africa
2744,1984,Rwanda,52.3,55.0,Africa
2745,1985,Rwanda,52.4,50.0,Africa
2746,1986,Rwanda,52.5,87.0,Africa
2747,1987,Rwanda,52.2,88.0,Africa
2748,1988,Rwanda,51.6,80.0,Africa
2749,1989,Rwanda,50.8,82.0,Africa
2750,1990,Rwanda,49.1,84.0,Africa
2751,1991,Rwanda,48.5,91.0,Africa
2752,1992,Rwanda,47.9,85.0,Africa
2753,1993,Rwanda,47.2,83.0,Africa
2754,1994,Rwanda,12.6,23.0,Africa
2755,1995,Rwanda,44.6,83.0,Africa
2756,1996,Rwanda,45.9,89.0,Africa
2757,1997,Rwanda,45.3,73.0,Africa
2758,1998,Rwanda,46.6,79.0,Africa
2759,1999,Rwanda,48.0,85.0,Africa
2760,2000,Rwanda,49.4,90.0,Africa
2761,2001,Rwanda,50.6,77.0,Africa
2762,2002,Rwanda,52.5,88.0,Africa
2763,2003,Rwanda,54.1,96.0,Africa
2764,2004,Rwanda,55.9,89.0,Africa
2765,2005,Rwanda,57.7,95.0,Africa
2766,2006,Rwanda,59.5,99.0,Africa
2767,2007,Rwanda,61.1,97.0,Africa
2768,2008,Rwanda,62.5,97.0,Africa
2769,2009,Rwanda,63.3,97.0,Africa
2770,2010,Rwanda,64.6,97.0,Africa
2771,2011,Rwanda,65.3,97.0,Africa
2772,1981,Sao Tome and Principe,62.8,42.0,Africa
2773,1982,Sao Tome and Principe,62.6,34.0,Africa
2774,1983,Sao Tome and Principe,62.3,26.0,Africa
2775,1984,Sao Tome and Principe,62.1,49.0,Africa
2776,1985,Sao Tome and Principe,62.4,48.0,Africa
2777,1986,Sao Tome and Principe,62.8,65.0,Africa
2778,1987,Sao Tome and Principe,63.1,72.0,Africa
2779,1988,Sao Tome and Principe,63.2,77.0,Africa
2780,1989,Sao Tome and Principe,62.3,63.0,Africa
2781,1990,Sao Tome and Principe,63.3,92.0,Africa
2782,1991,Sao Tome and Principe,63.4,87.0,Africa
2783,1992,Sao Tome and Principe,63.5,68.0,Africa
2784,1993,Sao Tome and Principe,63.5,60.0,Africa
2785,1994,Sao Tome and Principe,63.7,83.0,Africa
2786,1995,Sao Tome and Principe,63.8,79.0,Africa
2787,1996,Sao Tome and Principe,63.6,68.0,Africa
2788,1997,Sao Tome and Principe,63.7,73.0,Africa
2789,1998,Sao Tome and Principe,63.8,73.0,Africa
2790,1999,Sao Tome and Principe,64.2,78.0,Africa
2791,2000,Sao Tome and Principe,64.6,82.0,Africa
2792,2001,Sao Tome and Principe,65.0,92.0,Africa
2793,2002,Sao Tome and Principe,65.3,92.0,Africa
2794,2003,Sao Tome and Principe,65.8,94.0,Africa
2795,2004,Sao Tome and Principe,66.0,96.0,Africa
2796,2005,Sao Tome and Principe,66.1,97.0,Africa
2797,2006,Sao Tome and Principe,66.8,97.0,Africa
2798,2007,Sao Tome and Principe,67.3,97.0,Africa
2799,2008,Sao Tome and Principe,67.7,99.0,Africa
2800,2009,Sao Tome and Principe,68.4,98.0,Africa
2801,2010,Sao Tome and Principe,68.9,98.0,Africa
2802,2011,Sao Tome and Principe,69.3,96.0,Africa
2803,1981,Somalia,50.8,2.0,Africa
2804,1982,Somalia,50.6,5.0,Africa
2805,1983,Somalia,50.5,5.0,Africa
2806,1984,Somalia,50.6,10.0,Africa
2807,1985,Somalia,50.3,22.0,Africa
2808,1986,Somalia,50.1,17.0,Africa
2809,1987,Somalia,50.6,25.0,Africa
2810,1988,Somalia,47.8,26.0,Africa
2811,1989,Somalia,51.0,18.0,Africa
2812,1990,Somalia,50.7,19.0,Africa
2813,1991,Somalia,49.1,20.0,Africa
2814,1992,Somalia,50.2,21.0,Africa
2815,1993,Somalia,51.5,22.0,Africa
2816,1994,Somalia,51.0,23.0,Africa
2817,1995,Somalia,51.4,22.0,Africa
2818,1996,Somalia,51.3,21.0,Africa
2819,1997,Somalia,51.0,19.0,Africa
2820,1998,Somalia,51.7,33.0,Africa
2821,1999,Somalia,51.8,36.0,Africa
2822,2000,Somalia,52.1,33.0,Africa
2823,2001,Somalia,52.5,33.0,Africa
2824,2002,Somalia,52.7,40.0,Africa
2825,2003,Somalia,53.1,40.0,Africa
2826,2004,Somalia,53.4,30.0,Africa
2827,2005,Somalia,53.9,35.0,Africa
2828,2006,Somalia,54.0,26.0,Africa
2829,2007,Somalia,54.1,40.0,Africa
2830,2008,Somalia,54.8,31.0,Africa
2831,2009,Somalia,55.0,42.0,Africa
2832,2010,Somalia,53.1,45.0,Africa
2833,2011,Somalia,53.4,41.0,Africa
2834,1981,Swaziland,58.2,30.0,Africa
2835,1982,Swaziland,58.7,39.0,Africa
2836,1983,Swaziland,57.9,43.0,Africa
2837,1984,Swaziland,59.5,50.0,Africa
2838,1985,Swaziland,60.1,61.0,Africa
2839,1986,Swaziland,60.6,74.0,Africa
2840,1987,Swaziland,61.1,86.0,Africa
2841,1988,Swaziland,61.5,89.0,Africa
2842,1989,Swaziland,61.9,89.0,Africa
2843,1990,Swaziland,62.2,89.0,Africa
2844,1991,Swaziland,62.3,79.0,Africa
2845,1992,Swaziland,62.3,93.0,Africa
2846,1993,Swaziland,62.3,89.0,Africa
2847,1994,Swaziland,61.3,96.0,Africa
2848,1995,Swaziland,59.4,82.0,Africa
2849,1996,Swaziland,57.0,82.0,Africa
2850,1997,Swaziland,55.0,82.0,Africa
2851,1998,Swaziland,52.4,84.0,Africa
2852,1999,Swaziland,50.0,85.0,Africa
2853,2000,Swaziland,47.5,87.0,Africa
2854,2001,Swaziland,45.5,89.0,Africa
2855,2002,Swaziland,44.2,90.0,Africa
2856,2003,Swaziland,43.3,92.0,Africa
2857,2004,Swaziland,42.6,93.0,Africa
2858,2005,Swaziland,42.3,95.0,Africa
2859,2006,Swaziland,43.0,95.0,Africa
2860,2007,Swaziland,43.8,95.0,Africa
2861,2008,Swaziland,44.5,94.0,Africa
2862,2009,Swaziland,45.6,94.0,Africa
2863,2010,Swaziland,47.0,89.0,Africa
2864,2011,Swaziland,48.9,91.0,Africa
2865,1981,Togo,56.2,9.0,Africa
2866,1982,Togo,56.4,14.0,Africa
2867,1983,Togo,56.5,18.0,Africa
2868,1984,Togo,56.4,11.0,Africa
2869,1985,Togo,56.6,24.0,Africa
2870,1986,Togo,56.9,37.0,Africa
2871,1987,Togo,56.6,61.0,Africa
2872,1988,Togo,57.1,54.0,Africa
2873,1989,Togo,57.1,72.0,Africa
2874,1990,Togo,57.4,77.0,Africa
2875,1991,Togo,57.4,73.0,Africa
2876,1992,Togo,57.5,69.0,Africa
2877,1993,Togo,57.4,66.0,Africa
2878,1994,Togo,57.2,62.0,Africa
2879,1995,Togo,57.2,58.0,Africa
2880,1996,Togo,56.9,50.0,Africa
2881,1997,Togo,56.5,42.0,Africa
2882,1998,Togo,56.2,42.0,Africa
2883,1999,Togo,56.4,57.0,Africa
2884,2000,Togo,56.3,64.0,Africa
2885,2001,Togo,56.2,50.0,Africa
2886,2002,Togo,56.2,59.0,Africa
2887,2003,Togo,56.0,72.0,Africa
2888,2004,Togo,56.4,71.0,Africa
2889,2005,Togo,56.4,82.0,Africa
2890,2006,Togo,57.0,84.0,Africa
2891,2007,Togo,57.1,82.0,Africa
2892,2008,Togo,57.4,81.0,Africa
2893,2009,Togo,58.0,78.0,Africa
2894,2010,Togo,58.7,81.0,Africa
2895,2011,Togo,59.6,81.0,Africa
2896,1981,Uganda,49.7,9.0,Africa
2897,1982,Uganda,49.9,12.0,Africa
2898,1983,Uganda,50.1,14.0,Africa
2899,1984,Uganda,50.1,14.0,Africa
2900,1985,Uganda,50.0,14.0,Africa
2901,1986,Uganda,49.7,21.0,Africa
2902,1987,Uganda,50.9,30.0,Africa
2903,1988,Uganda,50.6,38.0,Africa
2904,1989,Uganda,50.0,42.0,Africa
2905,1990,Uganda,49.2,45.0,Africa
2906,1991,Uganda,48.4,49.0,Africa
2907,1992,Uganda,47.9,53.0,Africa
2908,1993,Uganda,47.3,56.0,Africa
2909,1994,Uganda,47.0,60.0,Africa
2910,1995,Uganda,47.0,59.0,Africa
2911,1996,Uganda,47.0,57.0,Africa
2912,1997,Uganda,47.4,56.0,Africa
2913,1998,Uganda,47.7,48.0,Africa
2914,1999,Uganda,48.2,50.0,Africa
2915,2000,Uganda,48.7,52.0,Africa
2916,2001,Uganda,49.4,55.0,Africa
2917,2002,Uganda,50.2,57.0,Africa
2918,2003,Uganda,50.9,59.0,Africa
2919,2004,Uganda,51.8,62.0,Africa
2920,2005,Uganda,52.8,64.0,Africa
2921,2006,Uganda,53.7,64.0,Africa
2922,2007,Uganda,54.3,73.0,Africa
2923,2008,Uganda,55.1,71.0,Africa
2924,2009,Uganda,56.0,79.0,Africa
2925,2010,Uganda,56.8,80.0,Africa
2926,2011,Uganda,57.7,82.0,Africa
2927,1981,Zimbabwe,61.3,39.0,Africa
2928,1982,Zimbabwe,61.8,46.0,Africa
2929,1983,Zimbabwe,62.2,53.0,Africa
2930,1984,Zimbabwe,62.7,60.0,Africa
2931,1985,Zimbabwe,63.1,63.0,Africa
2932,1986,Zimbabwe,63.5,75.0,Africa
2933,1987,Zimbabwe,63.6,84.0,Africa
2934,1988,Zimbabwe,63.2,85.0,Africa
2935,1989,Zimbabwe,62.7,87.0,Africa
2936,1990,Zimbabwe,61.7,88.0,Africa
2937,1991,Zimbabwe,61.0,87.0,Africa
2938,1992,Zimbabwe,59.4,86.0,Africa
2939,1993,Zimbabwe,57.6,85.0,Africa
2940,1994,Zimbabwe,55.8,87.0,Africa
2941,1995,Zimbabwe,53.7,88.0,Africa
2942,1996,Zimbabwe,52.2,90.0,Africa
2943,1997,Zimbabwe,50.8,86.0,Africa
2944,1998,Zimbabwe,49.1,84.0,Africa
2945,1999,Zimbabwe,47.8,81.0,Africa
2946,2000,Zimbabwe,46.7,79.0,Africa
2947,2001,Zimbabwe,46.2,76.0,Africa
2948,2002,Zimbabwe,45.6,73.0,Africa
2949,2003,Zimbabwe,45.3,70.0,Africa
2950,2004,Zimbabwe,45.1,68.0,Africa
2951,2005,Zimbabwe,45.3,65.0,Africa
2952,2006,Zimbabwe,45.7,68.0,Africa
2953,2007,Zimbabwe,46.4,72.0,Africa
2954,2008,Zimbabwe,46.7,75.0,Africa
2955,2009,Zimbabwe,47.5,84.0,Africa
2956,2010,Zimbabwe,49.6,94.0,Africa
2957,2011,Zimbabwe,51.9,99.0,Africa
2958,1982,Djibouti,61.0,6.0,Africa
2959,1983,Djibouti,61.0,14.0,Africa
2960,1984,Djibouti,61.0,21.0,Africa
2961,1985,Djibouti,61.1,22.0,Africa
2962,1986,Djibouti,61.2,24.0,Africa
2963,1987,Djibouti,61.3,25.0,Africa
2964,1988,Djibouti,61.4,65.0,Africa
2965,1989,Djibouti,61.4,77.0,Africa
2966,1990,Djibouti,61.3,85.0,Africa
2967,1991,Djibouti,61.2,53.0,Africa
2968,1992,Djibouti,61.0,41.0,Africa
2969,1993,Djibouti,61.2,41.0,Africa
2970,1994,Djibouti,60.8,41.0,Africa
2971,1995,Djibouti,61.4,41.0,Africa
2972,1996,Djibouti,61.4,41.0,Africa
2973,1997,Djibouti,61.3,32.0,Africa
2974,1998,Djibouti,61.4,23.0,Africa
2975,1999,Djibouti,61.3,23.0,Africa
2976,2000,Djibouti,61.4,46.0,Africa
2977,2001,Djibouti,61.5,53.0,Africa
2978,2002,Djibouti,61.6,62.0,Africa
2979,2003,Djibouti,61.7,68.0,Africa
2980,2004,Djibouti,61.7,64.0,Africa
2981,2005,Djibouti,62.0,71.0,Africa
2982,2006,Djibouti,61.9,72.0,Africa
2983,2007,Djibouti,62.5,88.0,Africa
2984,2008,Djibouti,62.9,89.0,Africa
2985,2009,Djibouti,63.3,89.0,Africa
2986,2010,Djibouti,63.7,88.0,Africa
2987,2011,Djibouti,64.2,87.0,Africa
2988,1982,Guinea,48.9,15.0,Africa
2989,1983,Guinea,49.1,15.0,Africa
2990,1984,Guinea,49.5,15.0,Africa
2991,1985,Guinea,49.9,15.0,Africa
2992,1986,Guinea,50.4,15.0,Africa
2993,1987,Guinea,50.7,15.0,Africa
2994,1988,Guinea,51.0,16.0,Africa
2995,1989,Guinea,51.5,17.0,Africa
2996,1990,Guinea,52.0,17.0,Africa
2997,1991,Guinea,52.4,36.0,Africa
2998,1992,Guinea,52.5,52.0,Africa
2999,1993,Guinea,52.9,53.0,Africa
3000,1994,Guinea,53.0,53.0,Africa
3001,1995,Guinea,53.4,54.0,Africa
3002,1996,Guinea,53.9,48.0,Africa
3003,1997,Guinea,54.1,47.0,Africa
3004,1998,Guinea,54.2,56.0,Africa
3005,1999,Guinea,54.3,43.0,Africa
3006,2000,Guinea,54.7,47.0,Africa
3007,2001,Guinea,54.8,50.0,Africa
3008,2002,Guinea,55.1,54.0,Africa
3009,2003,Guinea,55.5,57.0,Africa
3010,2004,Guinea,55.8,61.0,Africa
3011,2005,Guinea,56.2,59.0,Africa
3012,2006,Guinea,56.4,57.0,Africa
3013,2007,Guinea,56.7,63.0,Africa
3014,2008,Guinea,57.2,60.0,Africa
3015,2009,Guinea,57.5,57.0,Africa
3016,2010,Guinea,58.0,64.0,Africa
3017,2011,Guinea,58.5,59.0,Africa
3018,1982,Madagascar,54.3,15.0,Africa
3019,1983,Madagascar,54.2,23.0,Africa
3020,1984,Madagascar,54.1,19.0,Africa
3021,1985,Madagascar,54.2,23.0,Africa
3022,1986,Madagascar,54.0,30.0,Africa
3023,1987,Madagascar,54.1,35.0,Africa
3024,1988,Madagascar,54.6,42.0,Africa
3025,1989,Madagascar,55.1,45.0,Africa
3026,1990,Madagascar,55.6,46.0,Africa
3027,1991,Madagascar,55.8,53.0,Africa
3028,1992,Madagascar,56.1,65.0,Africa
3029,1993,Madagascar,56.1,66.0,Africa
3030,1994,Madagascar,56.5,66.0,Africa
3031,1995,Madagascar,56.9,57.0,Africa
3032,1996,Madagascar,57.2,49.0,Africa
3033,1997,Madagascar,57.5,49.0,Africa
3034,1998,Madagascar,57.8,52.0,Africa
3035,1999,Madagascar,58.2,55.0,Africa
3036,2000,Madagascar,58.5,57.0,Africa
3037,2001,Madagascar,59.0,59.0,Africa
3038,2002,Madagascar,59.1,61.0,Africa
3039,2003,Madagascar,59.3,63.0,Africa
3040,2004,Madagascar,59.6,72.0,Africa
3041,2005,Madagascar,60.1,82.0,Africa
3042,2006,Madagascar,60.4,83.0,Africa
3043,2007,Madagascar,60.6,84.0,Africa
3044,2008,Madagascar,60.8,77.0,Africa
3045,2009,Madagascar,60.8,83.0,Africa
3046,2010,Madagascar,60.8,85.0,Africa
3047,2011,Madagascar,61.1,89.0,Africa
3048,1982,Morocco,62.7,32.0,Africa
3049,1983,Morocco,63.3,41.0,Africa
3050,1984,Morocco,64.0,45.0,Africa
3051,1985,Morocco,64.6,51.0,Africa
3052,1986,Morocco,65.2,63.0,Africa
3053,1987,Morocco,65.7,85.0,Africa
3054,1988,Morocco,66.1,82.0,Africa
3055,1989,Morocco,66.6,80.0,Africa
3056,1990,Morocco,67.2,81.0,Africa
3057,1991,Morocco,67.6,81.0,Africa
3058,1992,Morocco,67.9,87.0,Africa
3059,1993,Morocco,68.2,86.0,Africa
