,year,country,expectancy,dtp3,continent
0,1980,Afghanistan,43.3,4.0,Asia
1,1981,Afghanistan,44.1,3.0,Asia
2,1982,Afghanistan,43.8,5.0,Asia
3,1983,Afghanistan,42.0,5.0,Asia
4,1984,Afghanistan,39.8,16.0,Asia
5,1985,Afghanistan,41.6,15.0,Asia
6,1986,Afghanistan,42.6,11.0,Asia
7,1987,Afghanistan,44.7,25.0,Asia
8,1988,Afghanistan,47.0,35.0,Asia
9,1989,Afghanistan,50.8,33.0,Asia
10,1990,Afghanistan,51.6,25.0,Asia
11,1991,Afghanistan,51.3,23.0,Asia
12,1992,Afghanistan,51.4,21.0,Asia
13,1993,Afghanistan,51.4,18.0,Asia
14,1994,Afghanistan,50.7,12.0,Asia
15,1995,Afghanistan,51.1,20.0,Asia
16,1996,Afghanistan,51.4,31.0,Asia
17,1997,Afghanistan,51.1,28.0,Asia
18,1998,Afghanistan,50.1,27.0,Asia
19,1999,Afghanistan,51.5,27.0,Asia
20,2000,Afghanistan,51.6,24.0,Asia
21,2001,Afghanistan,51.7,33.0,Asia
22,2002,Afghanistan,52.4,36.0,Asia
23,2003,Afghanistan,53.0,41.0,Asia
24,2004,Afghanistan,53.5,50.0,Asia
25,2005,Afghanistan,53.9,58.0,Asia
26,2006,Afghanistan,54.1,58.0,Asia
27,2007,Afghanistan,54.6,63.0,Asia
28,2008,Afghanistan,55.2,64.0,Asia
29,2009,Afghanistan,55.7,63.0,Asia
30,2010,Afghanistan,56.2,66.0,Asia
31,2011,Afghanistan,56.7,66.0,Asia
32,1980,Albania,72.3,94.0,Europe
33,1981,Albania,72.4,94.0,Europe
34,1982,Albania,72.5,95.0,Europe
35,1983,Albania,72.6,95.0,Europe
36,1984,Albania,72.8,95.0,Europe
37,1985,Albania,73.0,96.0,Europe
38,1986,Albania,73.2,96.0,Europe
39,1987,Albania,73.2,96.0,Europe
40,1988,Albania,73.4,96.0,Europe
41,1989,Albania,73.7,94.0,Europe
42,1990,Albania,73.9,94.0,Europe
43,1991,Albania,73.9,78.0,Europe
44,1992,Albania,73.9,94.0,Europe
45,1993,Albania,73.9,96.0,Europe
46,1994,Albania,74.0,99.0,Europe
47,1995,Albania,74.1,97.0,Europe
48,1996,Albania,74.3,98.0,Europe
49,1997,Albania,72.5,99.0,Europe
50,1998,Albania,74.3,96.0,Europe
51,1999,Albania,74.4,97.0,Europe
52,2000,Albania,74.4,97.0,Europe
53,2001,Albania,74.5,97.0,Europe
54,2002,Albania,74.5,98.0,Europe
55,2003,Albania,74.6,97.0,Europe
56,2004,Albania,74.7,97.0,Europe
57,2005,Albania,74.9,98.0,Europe
58,2006,Albania,75.2,97.0,Europe
59,2007,Albania,75.4,98.0,Europe
60,2008,Albania,75.6,99.0,Europe
61,2009,Albania,75.9,98.0,Europe
62,2010,Albania,76.3,99.0,Europe
63,2011,Albania,76.7,99.0,Europe
64,1980,Argentina,69.8,44.0,Americas
65,1981,Argentina,70.2,49.0,Americas
66,1982,Argentina,70.5,58.0,Americas
67,1983,Argentina,70.6,61.0,Americas
68,1984,Argentina,70.9,62.0,Americas
69,1985,Argentina,71.3,66.0,Americas
70,1986,Argentina,71.6,67.0,Americas
71,1987,Argentina,71.8,75.0,Americas
72,1988,Argentina,71.9,80.0,Americas
73,1989,Argentina,72.0,80.0,Americas
74,1990,Argentina,72.1,87.0,Americas
75,1991,Argentina,72.3,80.0,Americas
76,1992,Argentina,72.5,81.0,Americas
77,1993,Argentina,72.7,81.0,Americas
78,1994,Argentina,73.0,82.0,Americas
79,1995,Argentina,73.1,85.0,Americas
80,1996,Argentina,73.3,83.0,Americas
81,1997,Argentina,73.5,88.0,Americas
82,1998,Argentina,73.7,84.0,Americas
83,1999,Argentina,73.9,86.0,Americas
84,2000,Argentina,74.2,83.0,Americas
85,2001,Argentina,74.4,83.0,Americas
86,2002,Argentina,74.5,92.0,Americas
87,2003,Argentina,74.6,93.0,Americas
88,2004,Argentina,74.9,91.0,Americas
89,2005,Argentina,75.2,94.0,Americas
90,2006,Argentina,75.3,94.0,Americas
91,2007,Argentina,75.3,96.0,Americas
92,2008,Argentina,75.5,92.0,Americas
93,2009,Argentina,75.7,87.0,Americas
94,2010,Argentina,75.8,94.0,Americas
95,2011,Argentina,76.0,93.0,Americas
96,1980,Australia,74.6,33.0,Oceania
97,1981,Australia,74.9,40.0,Oceania
98,1982,Australia,75.0,48.0,Oceania
99,1983,Australia,75.3,55.0,Oceania
100,1984,Australia,75.5,62.0,Oceania
101,1985,Australia,75.7,68.0,Oceania
102,1986,Australia,76.0,75.0,Oceania
103,1987,Australia,76.2,81.0,Oceania
104,1988,Australia,76.4,88.0,Oceania
105,1989,Australia,76.6,93.0,Oceania
106,1990,Australia,77.0,95.0,Oceania
107,1991,Australia,77.4,93.0,Oceania
108,1992,Australia,77.6,91.0,Oceania
109,1993,Australia,77.9,90.0,Oceania
110,1994,Australia,78.1,88.0,Oceania
111,1995,Australia,78.3,86.0,Oceania
112,1996,Australia,78.5,86.0,Oceania
113,1997,Australia,78.8,77.0,Oceania
114,1998,Australia,79.1,82.0,Oceania
115,1999,Australia,79.4,88.0,Oceania
116,2000,Australia,79.7,90.0,Oceania
117,2001,Australia,80.0,92.0,Oceania
118,2002,Australia,80.2,92.0,Oceania
119,2003,Australia,80.5,93.0,Oceania
120,2004,Australia,80.8,92.0,Oceania
121,2005,Australia,81.1,92.0,Oceania
122,2006,Australia,81.3,92.0,Oceania
123,2007,Australia,81.4,92.0,Oceania
124,2008,Australia,81.6,92.0,Oceania
125,2009,Australia,81.8,92.0,Oceania
126,2010,Australia,82.0,92.0,Oceania
127,2011,Australia,82.2,92.0,Oceania
128,1980,Austria,72.5,90.0,Europe
129,1981,Austria,72.8,90.0,Europe
130,1982,Austria,73.0,90.0,Europe
131,1983,Austria,73.2,90.0,Europe
132,1984,Austria,73.5,90.0,Europe
133,1985,Austria,73.9,90.0,Europe
134,1986,Austria,74.3,90.0,Europe
135,1987,Austria,74.6,90.0,Europe
136,1988,Austria,75.0,90.0,Europe
137,1989,Austria,75.2,90.0,Europe
138,1990,Austria,75.5,90.0,Europe
139,1991,Austria,75.7,90.0,Europe
140,1992,Austria,75.9,90.0,Europe
141,1993,Austria,76.1,90.0,Europe
142,1994,Austria,76.4,90.0,Europe
143,1995,Austria,76.7,90.0,Europe
144,1996,Austria,77.0,90.0,Europe
145,1997,Austria,77.3,90.0,Europe
146,1998,Austria,77.5,82.0,Europe
147,1999,Austria,77.8,74.0,Europe
148,2000,Austria,78.1,81.0,Europe
149,2001,Austria,78.5,84.0,Europe
150,2002,Austria,78.7,83.0,Europe
151,2003,Austria,78.9,84.0,Europe
152,2004,Austria,79.2,83.0,Europe
153,2005,Austria,79.5,86.0,Europe
154,2006,Austria,79.8,83.0,Europe
155,2007,Austria,80.0,85.0,Europe
156,2008,Austria,80.2,83.0,Europe
157,2009,Austria,80.3,83.0,Europe
158,2010,Austria,80.5,83.0,Europe
159,2011,Austria,80.7,83.0,Europe
160,1980,Bahrain,70.4,72.0,Asia
161,1981,Bahrain,71.0,75.0,Asia
162,1982,Bahrain,70.9,79.0,Asia
163,1983,Bahrain,70.7,83.0,Asia
164,1984,Bahrain,70.5,86.0,Asia
165,1985,Bahrain,70.8,90.0,Asia
166,1986,Bahrain,70.4,92.0,Asia
167,1987,Bahrain,70.0,95.0,Asia
168,1988,Bahrain,69.8,96.0,Asia
169,1989,Bahrain,69.8,96.0,Asia
170,1990,Bahrain,69.8,94.0,Asia
171,1991,Bahrain,69.6,99.0,Asia
172,1992,Bahrain,69.6,94.0,Asia
173,1993,Bahrain,69.9,94.0,Asia
174,1994,Bahrain,70.2,96.0,Asia
175,1995,Bahrain,70.3,95.0,Asia
176,1996,Bahrain,70.8,96.0,Asia
177,1997,Bahrain,71.2,98.0,Asia
178,1998,Bahrain,71.5,98.0,Asia
179,1999,Bahrain,71.8,97.0,Asia
180,2000,Bahrain,71.7,97.0,Asia
181,2001,Bahrain,72.3,99.0,Asia
182,2002,Bahrain,72.6,98.0,Asia
183,2003,Bahrain,72.9,97.0,Asia
184,2004,Bahrain,73.1,98.0,Asia
185,2005,Bahrain,73.6,98.0,Asia
186,2006,Bahrain,73.8,98.0,Asia
187,2007,Bahrain,74.6,97.0,Asia
188,2008,Bahrain,75.2,98.0,Asia
189,2009,Bahrain,75.7,98.0,Asia
190,2010,Bahrain,76.0,99.0,Asia
191,2011,Bahrain,76.2,99.0,Asia
192,1980,Belgium,73.2,95.0,Europe
193,1981,Belgium,73.5,95.0,Europe
194,1982,Belgium,73.7,95.0,Europe
195,1983,Belgium,73.8,95.0,Europe
196,1984,Belgium,74.2,95.0,Europe
197,1985,Belgium,74.5,95.0,Europe
198,1986,Belgium,74.8,95.0,Europe
199,1987,Belgium,75.2,95.0,Europe
200,1988,Belgium,75.5,80.0,Europe
201,1989,Belgium,75.7,94.0,Europe
202,1990,Belgium,76.0,93.0,Europe
203,1991,Belgium,76.1,92.0,Europe
204,1992,Belgium,76.4,95.0,Europe
205,1993,Belgium,76.4,97.0,Europe
206,1994,Belgium,76.7,96.0,Europe
207,1995,Belgium,76.9,94.0,Europe
208,1996,Belgium,77.1,95.0,Europe
209,1997,Belgium,77.3,87.0,Europe
210,1998,Belgium,77.5,79.0,Europe
211,1999,Belgium,77.6,87.0,Europe
212,2000,Belgium,77.8,95.0,Europe
213,2001,Belgium,78.0,95.0,Europe
214,2002,Belgium,78.2,95.0,Europe
215,2003,Belgium,78.5,95.0,Europe
216,2004,Belgium,78.8,95.0,Europe
217,2005,Belgium,79.1,97.0,Europe
218,2006,Belgium,79.4,99.0,Europe
219,2007,Belgium,79.5,99.0,Europe
220,2008,Belgium,79.6,99.0,Europe
221,2009,Belgium,79.8,99.0,Europe
222,2010,Belgium,80.0,99.0,Europe
223,2011,Belgium,80.2,98.0,Europe
224,1980,Bolivia,56.4,11.0,Americas
225,1981,Bolivia,56.8,13.0,Americas
226,1982,Bolivia,57.2,12.0,Americas
227,1983,Bolivia,57.4,10.0,Americas
228,1984,Bolivia,58.1,6.0,Americas
229,1985,Bolivia,58.7,33.0,Americas
230,1986,Bolivia,59.2,42.0,Americas
231,1987,Bolivia,59.6,35.0,Americas
232,1988,Bolivia,60.1,28.0,Americas
233,1989,Bolivia,60.7,52.0,Americas
234,1990,Bolivia,61.4,41.0,Americas
235,1991,Bolivia,61.9,43.0,Americas
236,1992,Bolivia,62.3,45.0,Americas
237,1993,Bolivia,62.9,52.0,Americas
238,1994,Bolivia,63.7,58.0,Americas
239,1995,Bolivia,64.3,64.0,Americas
240,1996,Bolivia,65.0,61.0,Americas
241,1997,Bolivia,65.6,58.0,Americas
242,1998,Bolivia,66.3,61.0,Americas
243,1999,Bolivia,67.0,77.0,Americas
244,2000,Bolivia,67.7,75.0,Americas
245,2001,Bolivia,68.3,71.0,Americas
246,2002,Bolivia,68.8,77.0,Americas
247,2003,Bolivia,69.3,88.0,Americas
248,2004,Bolivia,69.7,84.0,Americas
249,2005,Bolivia,70.1,85.0,Americas
250,2006,Bolivia,70.5,83.0,Americas
251,2007,Bolivia,70.7,82.0,Americas
252,2008,Bolivia,71.0,83.0,Americas
253,2009,Bolivia,71.3,85.0,Americas
254,2010,Bolivia,71.6,80.0,Americas
255,2011,Bolivia,71.9,82.0,Americas
256,1980,Botswana,61.6,71.0,Africa
257,1981,Botswana,62.1,75.0,Africa
258,1982,Botswana,62.5,82.0,Africa
259,1983,Botswana,63.0,82.0,Africa
260,1984,Botswana,63.4,83.0,Africa
261,1985,Botswana,63.9,84.0,Africa
262,1986,Botswana,64.3,86.0,Africa
263,1987,Botswana,64.7,88.0,Africa
264,1988,Botswana,64.8,88.0,Africa
265,1989,Botswana,64.8,92.0,Africa
266,1990,Botswana,64.4,92.0,Africa
267,1991,Botswana,63.7,93.0,Africa
268,1992,Botswana,62.4,94.0,Africa
269,1993,Botswana,60.8,94.0,Africa
270,1994,Botswana,58.7,94.0,Africa
271,1995,Botswana,56.4,95.0,Africa
272,1996,Botswana,54.0,96.0,Africa
273,1997,Botswana,51.9,96.0,Africa
274,1998,Botswana,49.8,98.0,Africa
275,1999,Botswana,48.1,97.0,Africa
276,2000,Botswana,46.7,97.0,Africa
277,2001,Botswana,45.8,97.0,Africa
278,2002,Botswana,45.2,97.0,Africa
279,2003,Botswana,45.3,96.0,Africa
280,2004,Botswana,46.1,96.0,Africa
281,2005,Botswana,47.8,96.0,Africa
282,2006,Botswana,49.5,96.0,Africa
283,2007,Botswana,51.1,96.0,Africa
284,2008,Botswana,52.8,96.0,Africa
285,2009,Botswana,54.9,96.0,Africa
286,2010,Botswana,57.1,96.0,Africa
287,2011,Botswana,58.9,96.0,Africa
288,1980,Brazil,65.9,37.0,Americas
289,1981,Brazil,66.3,47.0,Americas
290,1982,Brazil,66.4,56.0,Americas
291,1983,Brazil,66.6,60.0,Americas
292,1984,Brazil,66.7,68.0,Americas
293,1985,Brazil,67.0,66.0,Americas
294,1986,Brazil,67.4,58.0,Americas
295,1987,Brazil,67.7,58.0,Americas
296,1988,Brazil,68.0,58.0,Americas
297,1989,Brazil,68.4,56.0,Americas
298,1990,Brazil,68.5,66.0,Americas
299,1991,Brazil,68.8,78.0,Americas
300,1992,Brazil,69.0,71.0,Americas
301,1993,Brazil,69.2,75.0,Americas
302,1994,Brazil,69.5,74.0,Americas
303,1995,Brazil,69.7,81.0,Americas
304,1996,Brazil,70.0,77.0,Americas
305,1997,Brazil,70.4,79.0,Americas
306,1998,Brazil,70.8,93.0,Americas
307,1999,Brazil,71.1,94.0,Americas
308,2000,Brazil,71.4,98.0,Americas
309,2001,Brazil,71.8,98.0,Americas
310,2002,Brazil,72.1,99.0,Americas
311,2003,Brazil,72.4,98.0,Americas
312,2004,Brazil,72.7,96.0,Americas
313,2005,Brazil,73.0,96.0,Americas
314,2006,Brazil,73.3,97.0,Americas
315,2007,Brazil,73.5,97.0,Americas
316,2008,Brazil,73.8,98.0,Americas
317,2009,Brazil,74.0,98.0,Americas
318,2010,Brazil,74.2,98.0,Americas
319,2011,Brazil,74.4,96.0,Americas
320,1980,Bulgaria,71.3,98.0,Europe
321,1981,Bulgaria,71.4,99.0,Europe
322,1982,Bulgaria,71.3,99.0,Europe
323,1983,Bulgaria,71.4,99.0,Europe
324,1984,Bulgaria,71.4,99.0,Europe
325,1985,Bulgaria,71.3,99.0,Europe
326,1986,Bulgaria,71.5,99.0,Europe
327,1987,Bulgaria,71.5,99.0,Europe
328,1988,Bulgaria,71.6,99.0,Europe
329,1989,Bulgaria,71.6,99.0,Europe
330,1990,Bulgaria,71.5,99.0,Europe
331,1991,Bulgaria,71.3,99.0,Europe
332,1992,Bulgaria,71.3,98.0,Europe
333,1993,Bulgaria,71.2,98.0,Europe
334,1994,Bulgaria,70.9,93.0,Europe
335,1995,Bulgaria,71.0,96.0,Europe
336,1996,Bulgaria,70.9,95.0,Europe
337,1997,Bulgaria,70.6,94.0,Europe
338,1998,Bulgaria,71.1,95.0,Europe
339,1999,Bulgaria,71.5,96.0,Europe
340,2000,Bulgaria,71.8,93.0,Europe
341,2001,Bulgaria,72.0,94.0,Europe
342,2002,Bulgaria,72.3,93.0,Europe
343,2003,Bulgaria,72.5,96.0,Europe
344,2004,Bulgaria,72.6,95.0,Europe
345,2005,Bulgaria,72.7,96.0,Europe
346,2006,Bulgaria,72.8,95.0,Europe
347,2007,Bulgaria,73.1,95.0,Europe
348,2008,Bulgaria,73.3,95.0,Europe
349,2009,Bulgaria,73.6,94.0,Europe
350,2010,Bulgaria,73.9,94.0,Europe
351,2011,Bulgaria,74.3,95.0,Europe
352,1980,Central African Republic,49.6,13.0,Africa
353,1981,Central African Republic,49.9,11.0,Africa
354,1982,Central African Republic,50.2,14.0,Africa
355,1983,Central African Republic,50.1,16.0,Africa
356,1984,Central African Republic,50.0,17.0,Africa
357,1985,Central African Republic,50.0,20.0,Africa
358,1986,Central African Republic,49.8,19.0,Africa
359,1987,Central African Republic,49.6,22.0,Africa
360,1988,Central African Republic,49.0,42.0,Africa
361,1989,Central African Republic,48.6,64.0,Africa
362,1990,Central African Republic,48.2,82.0,Africa
363,1991,Central African Republic,48.0,64.0,Africa
364,1992,Central African Republic,47.8,45.0,Africa
365,1993,Central African Republic,47.2,47.0,Africa
366,1994,Central African Republic,46.8,48.0,Africa
367,1995,Central African Republic,46.2,53.0,Africa
368,1996,Central African Republic,45.6,48.0,Africa
369,1997,Central African Republic,45.1,43.0,Africa
370,1998,Central African Republic,44.9,43.0,Africa
371,1999,Central African Republic,44.7,33.0,Africa
372,2000,Central African Republic,44.5,37.0,Africa
373,2001,Central African Republic,44.4,40.0,Africa
374,2002,Central African Republic,44.5,44.0,Africa
375,2003,Central African Republic,44.6,47.0,Africa
376,2004,Central African Republic,44.8,51.0,Africa
377,2005,Central African Republic,45.0,54.0,Africa
378,2006,Central African Republic,45.3,54.0,Africa
379,2007,Central African Republic,45.7,54.0,Africa
380,2008,Central African Republic,46.3,54.0,Africa
381,2009,Central African Republic,47.0,54.0,Africa
382,2010,Central African Republic,47.5,54.0,Africa
383,2011,Central African Republic,48.0,54.0,Africa
384,1980,Chile,70.2,93.0,Americas
385,1981,Chile,71.1,99.0,Americas
386,1982,Chile,71.5,99.0,Americas
387,1983,Chile,71.4,89.0,Americas
388,1984,Chile,71.6,99.0,Americas
389,1985,Chile,72.2,99.0,Americas
390,1986,Chile,73.0,90.0,Americas
391,1987,Chile,73.5,93.0,Americas
392,1988,Chile,73.4,96.0,Americas
393,1989,Chile,73.3,95.0,Americas
394,1990,Chile,73.5,95.0,Americas
395,1991,Chile,74.3,94.0,Americas
396,1992,Chile,74.9,90.0,Americas
397,1993,Chile,75.2,90.0,Americas
398,1994,Chile,75.3,94.0,Americas
399,1995,Chile,75.4,94.0,Americas
400,1996,Chile,75.7,91.0,Americas
401,1997,Chile,76.2,90.0,Americas
402,1998,Chile,76.5,90.0,Americas
403,1999,Chile,76.9,95.0,Americas
404,2000,Chile,77.2,91.0,Americas
405,2001,Chile,77.4,97.0,Americas
406,2002,Chile,77.7,97.0,Americas
407,2003,Chile,77.9,96.0,Americas
408,2004,Chile,78.1,93.0,Americas
409,2005,Chile,78.4,91.0,Americas
410,2006,Chile,78.7,94.0,Americas
411,2007,Chile,78.9,96.0,Americas
412,2008,Chile,79.2,95.0,Americas
413,2009,Chile,79.2,94.0,Americas
414,2010,Chile,79.1,92.0,Americas
415,2011,Chile,79.5,94.0,Americas
416,1980,Colombia,69.0,16.0,Americas
417,1981,Colombia,69.4,20.0,Americas
418,1982,Colombia,70.0,26.0,Americas
419,1983,Colombia,70.2,42.0,Americas
420,1984,Colombia,70.6,61.0,Americas
421,1985,Colombia,68.0,61.0,Americas
422,1986,Colombia,70.6,48.0,Americas
423,1987,Colombia,70.6,58.0,Americas
424,1988,Colombia,70.8,74.0,Americas
425,1989,Colombia,71.0,78.0,Americas
426,1990,Colombia,71.4,88.0,Americas
427,1991,Colombia,71.1,84.0,Americas
428,1992,Colombia,71.1,78.0,Americas
429,1993,Colombia,71.4,83.0,Americas
430,1994,Colombia,71.6,85.0,Americas
431,1995,Colombia,72.0,85.0,Americas
432,1996,Colombia,72.2,85.0,Americas
433,1997,Colombia,72.7,84.0,Americas
434,1998,Colombia,73.0,73.0,Americas
435,1999,Colombia,73.0,74.0,Americas
436,2000,Colombia,73.3,79.0,Americas
437,2001,Colombia,73.4,80.0,Americas
438,2002,Colombia,73.6,81.0,Americas
439,2003,Colombia,74.3,92.0,Americas
440,2004,Colombia,74.6,89.0,Americas
441,2005,Colombia,75.0,93.0,Americas
442,2006,Colombia,75.2,93.0,Americas
443,2007,Colombia,75.8,93.0,Americas
444,2008,Colombia,76.0,92.0,Americas
445,2009,Colombia,76.2,92.0,Americas
446,2010,Colombia,76.4,88.0,Americas
447,2011,Colombia,77.0,85.0,Americas
448,1980,"Congo, Rep.",53.0,42.0,Africa
449,1981,"Congo, Rep.",53.5,42.0,Africa
450,1982,"Congo, Rep.",54.0,47.0,Africa
451,1983,"Congo, Rep.",54.4,50.0,Africa
452,1984,"Congo, Rep.",54.8,53.0,Africa
453,1985,"Congo, Rep.",55.0,54.0,Africa
454,1986,"Congo, Rep.",55.0,71.0,Africa
455,1987,"Congo, Rep.",54.8,72.0,Africa
456,1988,"Congo, Rep.",54.6,72.0,Africa
457,1989,"Congo, Rep.",54.4,79.0,Africa
458,1990,"Congo, Rep.",54.1,79.0,Africa
459,1991,"Congo, Rep.",54.2,74.0,Africa
460,1992,"Congo, Rep.",54.2,67.0,Africa
461,1993,"Congo, Rep.",53.4,60.0,Africa
462,1994,"Congo, Rep.",53.1,55.0,Africa
463,1995,"Congo, Rep.",52.7,50.0,Africa
464,1996,"Congo, Rep.",52.3,37.0,Africa
465,1997,"Congo, Rep.",46.7,23.0,Africa
466,1998,"Congo, Rep.",50.2,26.0,Africa
467,1999,"Congo, Rep.",52.0,29.0,Africa
468,2000,"Congo, Rep.",52.8,33.0,Africa
469,2001,"Congo, Rep.",53.7,31.0,Africa
470,2002,"Congo, Rep.",54.4,41.0,Africa
471,2003,"Congo, Rep.",55.0,50.0,Africa
472,2004,"Congo, Rep.",55.8,67.0,Africa
473,2005,"Congo, Rep.",56.6,65.0,Africa
474,2006,"Congo, Rep.",57.5,79.0,Africa
475,2007,"Congo, Rep.",58.0,80.0,Africa
476,2008,"Congo, Rep.",58.7,89.0,Africa
477,2009,"Congo, Rep.",59.6,91.0,Africa
478,2010,"Congo, Rep.",60.4,90.0,Africa
479,2011,"Congo, Rep.",61.1,90.0,Africa
480,1980,Costa Rica,74.6,86.0,Americas
481,1981,Costa Rica,75.0,85.0,Americas
482,1982,Costa Rica,75.3,81.0,Americas
483,1983,Costa Rica,75.5,86.0,Americas
484,1984,Costa Rica,75.8,93.0,Americas
485,1985,Costa Rica,75.9,90.0,Americas
486,1986,Costa Rica,76.1,89.0,Americas
487,1987,Costa Rica,76.3,94.0,Americas
488,1988,Costa Rica,76.3,87.0,Americas
489,1989,Costa Rica,76.5,86.0,Americas
490,1990,Costa Rica,76.6,95.0,Americas
491,1991,Costa Rica,76.6,90.0,Americas
492,1992,Costa Rica,76.7,90.0,Americas
493,1993,Costa Rica,76.8,88.0,Americas
494,1994,Costa Rica,76.9,88.0,Americas
495,1995,Costa Rica,77.0,85.0,Americas
496,1996,Costa Rica,77.1,85.0,Americas
497,1997,Costa Rica,77.3,94.0,Americas
498,1998,Costa Rica,77.5,85.0,Americas
499,1999,Costa Rica,77.8,86.0,Americas
500,2000,Costa Rica,78.0,88.0,Americas
501,2001,Costa Rica,78.3,91.0,Americas
502,2002,Costa Rica,78.5,94.0,Americas
503,2003,Costa Rica,78.8,88.0,Americas
504,2004,Costa Rica,79.1,90.0,Americas
505,2005,Costa Rica,79.3,91.0,Americas
506,2006,Costa Rica,79.6,89.0,Americas
507,2007,Costa Rica,80.0,89.0,Americas
508,2008,Costa Rica,80.2,90.0,Americas
509,2009,Costa Rica,80.3,86.0,Americas
510,2010,Costa Rica,80.4,91.0,Americas
511,2011,Costa Rica,80.5,85.0,Americas
512,1980,Cuba,74.2,67.0,Americas
513,1981,Cuba,74.3,68.0,Americas
514,1982,Cuba,74.4,99.0,Americas
515,1983,Cuba,74.5,99.0,Americas
516,1984,Cuba,74.5,86.0,Americas
517,1985,Cuba,74.5,91.0,Americas
518,1986,Cuba,74.6,99.0,Americas
519,1987,Cuba,74.6,87.0,Americas
520,1988,Cuba,74.7,98.0,Americas
521,1989,Cuba,74.8,96.0,Americas
522,1990,Cuba,74.8,92.0,Americas
523,1991,Cuba,74.9,99.0,Americas
524,1992,Cuba,75.0,94.0,Americas
525,1993,Cuba,75.0,99.0,Americas
526,1994,Cuba,75.0,99.0,Americas
527,1995,Cuba,75.2,99.0,Americas
528,1996,Cuba,75.5,90.0,Americas
529,1997,Cuba,75.7,99.0,Americas
530,1998,Cuba,76.0,99.0,Americas
531,1999,Cuba,76.3,95.0,Americas
532,2000,Cuba,76.6,95.0,Americas
533,2001,Cuba,76.9,98.0,Americas
534,2002,Cuba,77.1,99.0,Americas
535,2003,Cuba,77.3,72.0,Americas
536,2004,Cuba,77.5,88.0,Americas
537,2005,Cuba,77.6,89.0,Americas
538,2006,Cuba,77.8,89.0,Americas
539,2007,Cuba,78.0,93.0,Americas
540,2008,Cuba,78.1,95.0,Americas
541,2009,Cuba,78.3,96.0,Americas
542,2010,Cuba,78.4,96.0,Americas
543,2011,Cuba,78.5,96.0,Americas
544,1980,Denmark,74.4,88.0,Europe
545,1981,Denmark,74.5,88.0,Europe
546,1982,Denmark,74.6,87.0,Europe
547,1983,Denmark,74.6,86.0,Europe
548,1984,Denmark,74.7,86.0,Europe
549,1985,Denmark,74.7,90.0,Europe
550,1986,Denmark,74.8,89.0,Europe
551,1987,Denmark,75.0,88.0,Europe
552,1988,Denmark,75.0,87.0,Europe
553,1989,Denmark,75.1,89.0,Europe
554,1990,Denmark,75.2,90.0,Europe
555,1991,Denmark,75.3,90.0,Europe
556,1992,Denmark,75.4,91.0,Europe
557,1993,Denmark,75.4,88.0,Europe
558,1994,Denmark,75.5,89.0,Europe
559,1995,Denmark,75.6,90.0,Europe
560,1996,Denmark,75.9,77.0,Europe
561,1997,Denmark,76.2,92.0,Europe
562,1998,Denmark,76.5,99.0,Europe
563,1999,Denmark,76.6,99.0,Europe
564,2000,Denmark,76.9,97.0,Europe
565,2001,Denmark,77.1,97.0,Europe
566,2002,Denmark,77.3,98.0,Europe
567,2003,Denmark,77.5,96.0,Europe
568,2004,Denmark,77.8,95.0,Europe
569,2005,Denmark,78.1,93.0,Europe
570,2006,Denmark,78.3,93.0,Europe
571,2007,Denmark,78.6,87.0,Europe
572,2008,Denmark,78.9,88.0,Europe
573,2009,Denmark,79.2,89.0,Europe
574,2010,Denmark,79.5,90.0,Europe
575,2011,Denmark,79.8,91.0,Europe
576,1980,Dominican Republic,69.2,36.0,Americas
577,1981,Dominican Republic,69.5,27.0,Americas
578,1982,Dominican Republic,69.7,28.0,Americas
579,1983,Dominican Republic,69.9,29.0,Americas
580,1984,Dominican Republic,70.0,34.0,Americas
581,1985,Dominican Republic,70.0,39.0,Americas
582,1986,Dominican Republic,70.0,80.0,Americas
583,1987,Dominican Republic,70.0,80.0,Americas
584,1988,Dominican Republic,70.2,69.0,Americas
585,1989,Dominican Republic,70.6,58.0,Americas
586,1990,Dominican Republic,70.8,69.0,Americas
587,1991,Dominican Republic,71.1,71.0,Americas
588,1992,Dominican Republic,71.4,73.0,Americas
589,1993,Dominican Republic,71.6,75.0,Americas
590,1994,Dominican Republic,71.8,74.0,Americas
591,1995,Dominican Republic,72.1,72.0,Americas
592,1996,Dominican Republic,72.2,72.0,Americas
593,1997,Dominican Republic,72.5,73.0,Americas
594,1998,Dominican Republic,72.7,75.0,Americas
595,1999,Dominican Republic,73.0,83.0,Americas
596,2000,Dominican Republic,73.2,78.0,Americas
597,2001,Dominican Republic,73.4,72.0,Americas
598,2002,Dominican Republic,73.5,82.0,Americas
599,2003,Dominican Republic,73.5,79.0,Americas
600,2004,Dominican Republic,73.3,81.0,Americas
601,2005,Dominican Republic,73.5,87.0,Americas
602,2006,Dominican Republic,73.6,89.0,Americas
603,2007,Dominican Republic,73.9,87.0,Americas
604,2008,Dominican Republic,74.2,85.0,Americas
605,2009,Dominican Republic,74.4,82.0,Americas
606,2010,Dominican Republic,74.6,88.0,Americas
607,2011,Dominican Republic,74.7,84.0,Americas
608,1980,Ecuador,67.8,10.0,Americas
609,1981,Ecuador,68.3,26.0,Americas
610,1982,Ecuador,68.7,35.0,Americas
611,1983,Ecuador,69.0,31.0,Americas
612,1984,Ecuador,69.5,48.0,Americas
